,CarName,city,car_price,body_type,transmission,seller_type,owner_type,color,Year,Brand,Fuel_used,km_driven,Locality
6982,2013 Porsche Cayenne Diesel,kolkata,32.55,suv,automatic,dealer,second-owner,silver,2013,Porsche,Diesel,36500.0,Entally
6983,2019 Hyundai Venue SX Plus Turbo DCT BSIV,kolkata,10.5,suv,automatic,individual,first-owner,red,2019,Hyundai,Petrol,30000.0,
6984,2017 Maruti Vitara Brezza ZDi Plus AMT Dual Tone,kolkata,9.0,suv,automatic,individual,first-owner,blue,2017,Maruti,Diesel,20000.0,
6985,2012 Honda CR-V 2.4L 4WD AT,kolkata,7.5,suv,automatic,dealer,first-owner,black,2012,Honda,Petrol,50171.0,Kasba
6986,2018 Ford Ecosport 1.5 Petrol Titanium Plus AT,kolkata,9.1,suv,automatic,dealer,first-owner,black,2018,Ford,Petrol,14000.0,Chowbhanga
6987,2018 Mahindra Alturas G4 4X4 AT BSIV,kolkata,27.0,suv,automatic,individual,first-owner,black,2018,Mahindra,Diesel,12000.0,
6988,2013 Audi Q5 2.0 TDI Technology,kolkata,17.5,suv,automatic,dealer,first-owner,brown,2013,Audi,Diesel,45000.0,Chowbhanga
6989,2014 Audi Q5 2.0 TDI Premium Plus,kolkata,24.15,suv,automatic,dealer,first-owner,brown,2014,Audi,Diesel,35000.0,Salt Lake City
6990,2016 Mahindra XUV500 AT W8 FWD,kolkata,9.5,suv,automatic,individual,first-owner,brown,2016,Mahindra,Diesel,60000.0,
6991,2017 Renault Duster RXZ 110PS AMT BSIV,kolkata,7.5,suv,automatic,dealer,first-owner,orange,2017,Renault,Diesel,20171.0,Kasba
6992,2015 Audi A6 2.0 TDI  Design Edition,kolkata,21.5,luxury,automatic,dealer,first-owner,white,2015,Audi,Diesel,29000.0,Salt Lake City
6993,2015 Mercedes-Benz New C-Class 220 CDI AT,kolkata,24.99,luxury,automatic,dealer,first-owner,white,2015,Mercedes-Benz,Diesel,54000.0,Vaishya Sabha
6994,2011 Audi A6 2.7 TDI,kolkata,11.25,luxury,automatic,dealer,first-owner,white,2011,Audi,Diesel,54000.0,Salt Lake City
6995,2010 BMW Z4 35i DPT,kolkata,28.0,luxury,automatic,dealer,first-owner,white,2010,BMW,Petrol,17100.0,Vaishya Sabha
6996,2010 BMW Z4 35i DPT,kolkata,28.0,luxury,automatic,dealer,first-owner,white,2010,BMW,Petrol,17000.0,Vaishya Sabha
6997,2011 BMW 5 Series 523i Sedan,kolkata,10.75,luxury,automatic,dealer,first-owner,white,2011,BMW,Petrol,38000.0,Kalighat
6998,2012 Audi Q5 2.0 TDI Premium Plus,kolkata,14.51,luxury,automatic,dealer,first-owner,white,2012,Audi,Diesel,69000.0,Ramkrishna Park
6999,2015 BMW 3 Series 320d,kolkata,21.5,luxury,automatic,dealer,first-owner,white,2015,BMW,Diesel,30000.0,Salt Lake City
7000,2009 Mercedes-Benz New C-Class 200 K AT,kolkata,7.99,luxury,automatic,dealer,first-owner,white,2009,Mercedes-Benz,Petrol,43000.0,Kalikapur
7001,2013 Audi A4 2.0 TDI 177 Bhp Premium Plus,kolkata,14.99,luxury,automatic,dealer,first-owner,white,2013,Audi,Diesel,48000.0,Vaishya Sabha
7002,2015 Mercedes-Benz M-Class ML 250 CDI,kolkata,32.5,luxury,automatic,dealer,first-owner,white,2015,Mercedes-Benz,Diesel,35000.0,Salt Lake City
7003,2008 BMW 5 Series 525i Sedan,kolkata,8.35,luxury,automatic,dealer,first-owner,white,2008,BMW,Petrol,50000.0,Chowbhanga
7004,2011 Audi Q5 2.0 TDI,kolkata,13.99,luxury,automatic,dealer,first-owner,white,2011,Audi,Diesel,69000.0,Vaishya Sabha
7005,2015 Mercedes-Benz B Class B180 CDI,kolkata,12.95,luxury,automatic,dealer,first-owner,white,2015,Mercedes-Benz,Diesel,7900.0,Council House Street
7006,2012 Audi Q5 2.0 TDI Premium Plus,kolkata,13.35,luxury,automatic,dealer,first-owner,white,2012,Audi,Diesel,65000.0,Kalighat
7007,2014 Audi Q3 35 TDI Quattro Premium Plus,kolkata,16.85,luxury,automatic,dealer,first-owner,white,2014,Audi,Diesel,40000.0,Salt Lake City
7008,2010 Audi A6 2.7 TDI,kolkata,10.5,luxury,automatic,individual,second-owner,white,2010,Audi,Diesel,39000.0,
7009,2011 BMW 3 Series 320i,kolkata,9.0,luxury,automatic,dealer,first-owner,silver,2011,BMW,Petrol,10000.0,Council House Street
7010,2012 Mercedes-Benz E-Class E 220 CDI Avantgarde,kolkata,12.99,luxury,automatic,dealer,first-owner,silver,2012,Mercedes-Benz,Diesel,48000.0,Kalighat
7011,2011 Mercedes-Benz E-Class E250 CDI Blue Efficiency,kolkata,12.25,luxury,automatic,dealer,first-owner,silver,2011,Mercedes-Benz,Diesel,23000.0,Salt Lake City
7012,2013 BMW X1 sDrive20d,kolkata,8.9,luxury,automatic,dealer,first-owner,silver,2013,BMW,Diesel,19000.0,Ballygunge
7013,2013 Mercedes-Benz B Class B200 Sport CDI,kolkata,10.9,luxury,automatic,dealer,first-owner,red,2013,Mercedes-Benz,Diesel,28000.0,Ballygunge
7014,2012 Audi R8 4.2 FSI Quattro R Tronic,kolkata,75.0,luxury,automatic,dealer,first-owner,red,2012,Audi,Petrol,13100.0,Vaishya Sabha
7015,2012 Audi R8 4.2 FSI Quattro R Tronic,kolkata,75.0,luxury,automatic,dealer,first-owner,red,2012,Audi,Petrol,13000.0,Vaishya Sabha
7016,2013 Audi A4 2.0 TDI Premium Sport Limited Edition,kolkata,13.99,luxury,automatic,dealer,first-owner,red,2013,Audi,Diesel,62100.0,Vaishya Sabha
7017,2013 Audi A4 35 TDI Premium Sport,kolkata,13.99,luxury,automatic,dealer,first-owner,red,2013,Audi,Diesel,62000.0,Vaishya Sabha
7018,2015 Mercedes-Benz A Class A180 CDI,kolkata,14.5,luxury,automatic,dealer,first-owner,red,2015,Mercedes-Benz,Diesel,24000.0,Ballygunge
7019,2013 BMW 3 Series 320d Sport Line,kolkata,19.5,luxury,automatic,individual,first-owner,red,2013,BMW,Diesel,20000.0,
7020,2015 BMW 3 Series 330i GT M Sport,kolkata,18.9,luxury,automatic,dealer,first-owner,blue,2015,BMW,Petrol,39000.0,Ballygunge
7021,2014 Audi A4 2.0 TDI Multitronic,kolkata,17.8,luxury,automatic,dealer,first-owner,blue,2014,Audi,Diesel,30500.0,Salt Lake City
7022,2016 BMW 5 Series 520d,kolkata,24.99,luxury,automatic,dealer,first-owner,blue,2016,BMW,Diesel,24000.0,Vaishya Sabha
7023,2014 Audi A6 2.0 TDI Premium Plus,kolkata,16.99,luxury,automatic,dealer,first-owner,blue,2014,Audi,Diesel,60000.0,Vaishya Sabha
7024,2019 BMW 3 Series 320d Luxury Line,kolkata,29.99,luxury,automatic,dealer,first-owner,blue,2019,BMW,Diesel,5448.0,Vaishya Sabha
7025,2006 BMW 7 Series 730Ld,kolkata,10.39,luxury,automatic,dealer,first-owner,blue,2006,BMW,Diesel,30000.0,Chakjot Shibrampur
7026,2018 BMW 5 Series 520d Luxury Line,kolkata,46.99,luxury,automatic,dealer,first-owner,blue,2018,BMW,Diesel,2566.0,Kolkatta GPO
7027,2019 Audi A6 2.0 TFSI Technology,kolkata,54.0,luxury,automatic,dealer,unregistered,black,2019,Audi,Petrol,6500.0,Giripur
7028,2014 Jaguar XF 2.2 Litre Luxury,kolkata,21.0,luxury,automatic,dealer,first-owner,black,2014,Jaguar,Diesel,19000.0,Ballygunge
7029,2018 Audi A6 35 TFSI Matrix,kolkata,39.99,luxury,automatic,dealer,first-owner,black,2018,Audi,Petrol,20000.0,Vaishya Sabha
7030,2011 Audi A8 L 3.0 TDI quattro,kolkata,24.99,luxury,automatic,dealer,first-owner,black,2011,Audi,Diesel,22000.0,Vaishya Sabha
7031,2005 Mercedes-Benz E-Class E240 V6 AT,kolkata,5.51,luxury,automatic,dealer,first-owner,black,2005,Mercedes-Benz,Petrol,123374.0,Ramkrishna Park
7032,2013 Audi Q5 2.0 TDI Technology,kolkata,17.5,luxury,automatic,dealer,first-owner,brown,2013,Audi,Diesel,45000.0,Chowbhanga
7033,2014 Audi Q5 2.0 TDI Premium Plus,kolkata,24.15,luxury,automatic,dealer,first-owner,brown,2014,Audi,Diesel,35000.0,Salt Lake City
7034,2011 Mercedes-Benz E-Class E250 CDI Elegance,kolkata,9.99,luxury,automatic,dealer,first-owner,brown,2011,Mercedes-Benz,Diesel,49600.0,Vaishya Sabha
7035,2010 BMW Z4 35i DPT,kolkata,28.0,convertible,automatic,dealer,first-owner,white,2010,BMW,Petrol,17100.0,Vaishya Sabha
7036,2010 BMW Z4 35i DPT,kolkata,28.0,convertible,automatic,dealer,first-owner,white,2010,BMW,Petrol,17000.0,Vaishya Sabha
7037,2012 Audi R8 4.2 FSI Quattro R Tronic,kolkata,75.0,coupe,automatic,dealer,first-owner,red,2012,Audi,Petrol,13100.0,Vaishya Sabha
7038,2012 Audi R8 4.2 FSI Quattro R Tronic,kolkata,75.0,coupe,automatic,dealer,first-owner,red,2012,Audi,Petrol,13000.0,Vaishya Sabha
7039,2018 Ford Figo Aspire 1.5 TDCi Titanium Plus,mumbai,9.0,sedan,manual,dealer,unregistered,white,2018,Ford,Diesel,2134.0,Kasarvadavali
7040,2017 Ford Figo Aspire Titanium Plus BSIV,mumbai,7.0,sedan,manual,dealer,unregistered,white,2017,Ford,Petrol,5237.0,Kasarvadavali
7041,2018 Ford Figo Aspire Trend Plus CNG,mumbai,7.0,sedan,manual,dealer,unregistered,white,2018,Ford,CNG,5301.0,Kasarvadavali
7042,2015 Skoda Rapid 1.5 TDI Elegance,mumbai,5.2,sedan,manual,dealer,first-owner,white,2015,Skoda,Diesel,60000.0,Borivali West
7043,2014 Hyundai Verna SX Opt,mumbai,4.7,sedan,manual,dealer,first-owner,white,2014,Hyundai,Petrol,52000.0,Borivali West
7044,2012 Hyundai Verna 1.6 SX VTVT,mumbai,4.95,sedan,manual,dealer,first-owner,white,2012,Hyundai,Petrol,51599.0,Jogeshwari West
7045,2016 Maruti Ciaz VXi Plus,mumbai,6.3,sedan,manual,dealer,first-owner,white,2016,Maruti,Petrol,52178.0,Jogeshwari West
7046,2014 Hyundai Verna 1.6 SX VTVT,mumbai,5.25,sedan,manual,dealer,first-owner,white,2014,Hyundai,Petrol,46794.0,Jogeshwari West
7047,2011 Volkswagen Vento 1.5 TDI Highline AT BSIV,mumbai,3.65,sedan,manual,dealer,first-owner,white,2011,Volkswagen,Diesel,54000.0,Borivali West
7048,2016 Honda City i VTEC VX,mumbai,7.75,sedan,manual,dealer,first-owner,white,2016,Honda,Petrol,54872.0,Borivali West
7049,2017 Maruti Swift Dzire VDI,mumbai,7.5,sedan,manual,dealer,first-owner,white,2017,Maruti,Diesel,29175.0,Vitthalwadi
7050,2017 Maruti Ciaz VDi Plus SHVS,mumbai,7.35,sedan,manual,dealer,first-owner,white,2017,Maruti,Diesel,56000.0,Goregaon
7051,2018 Volkswagen Ameo 1.2 MPI Trendline,mumbai,4.75,sedan,manual,dealer,first-owner,white,2018,Volkswagen,Petrol,38000.0,Andheri East
7052,2016 Honda City i VTEC SV,mumbai,6.11,sedan,manual,dealer,first-owner,white,2016,Honda,Petrol,69682.0,Chembur East
7053,2012 Hyundai Verna 1.6 SX,mumbai,4.49,sedan,manual,dealer,first-owner,white,2012,Hyundai,Diesel,68749.0,Thane West
7054,2017 Honda City 1.5 V MT,mumbai,8.95,sedan,manual,dealer,first-owner,white,2017,Honda,Petrol,6000.0,Andheri West
7055,2015 Toyota Corolla Altis 1.8 GL,mumbai,7.75,sedan,manual,dealer,first-owner,white,2015,Toyota,Petrol,71000.0,Borivali West
7056,2009 Honda City 1.5 S MT,mumbai,2.55,sedan,manual,dealer,first-owner,white,2009,Honda,Petrol,69000.0,Andheri West
7057,2015 Honda City i VTEC E,mumbai,5.65,sedan,manual,dealer,first-owner,white,2015,Honda,Petrol,51000.0,Malad West
7058,2016 Honda City i VTEC SV,mumbai,6.45,sedan,manual,dealer,first-owner,white,2016,Honda,Petrol,41000.0,Andheri East
7059,2015 Maruti Ciaz VDi,mumbai,6.11,sedan,manual,dealer,first-owner,white,2015,Maruti,Diesel,52000.0,Chembur East
7060,2007 Mercedes-Benz New C-Class 180 elegance,mumbai,5.65,sedan,manual,dealer,first-owner,white,2007,Mercedes-Benz,Petrol,39900.0,Chakala Midc
7061,2019 Hyundai Verna VTVT 1.6 SX,mumbai,9.8,sedan,manual,individual,first-owner,white,2019,Hyundai,Petrol,12000.0,
7062,2010 Maruti Swift Dzire LXi,mumbai,2.3,sedan,manual,individual,first-owner,white,2010,Maruti,Petrol,20000.0,
7063,2017 Maruti Ciaz ZDi Plus SHVS,mumbai,8.0,sedan,manual,individual,first-owner,white,2017,Maruti,Diesel,10000.0,
7064,2009 Maruti Swift Dzire ZXi,mumbai,2.4,sedan,manual,individual,first-owner,white,2009,Maruti,Petrol,50000.0,
7065,2012 Skoda Rapid 1.6 TDI Ambition,mumbai,2.6,sedan,manual,individual,first-owner,white,2012,Skoda,Diesel,60000.0,
7066,2015 Maruti Swift Dzire VDI,mumbai,5.5,sedan,manual,individual,first-owner,white,2015,Maruti,Diesel,57000.0,
7067,2018 Hyundai Elantra 2.0 SX,mumbai,14.0,sedan,manual,individual,first-owner,white,2018,Hyundai,Petrol,21356.0,
7068,2015 Honda Amaze S i-Dtech,mumbai,2.95,sedan,manual,individual,first-owner,white,2015,Honda,Diesel,190000.0,
7069,2019 Maruti Ciaz Alpha BSIV,mumbai,10.0,sedan,manual,individual,first-owner,white,2019,Maruti,Petrol,12000.0,
7070,2019 Hyundai Xcent 1.2 CRDi S,mumbai,5.51,sedan,manual,individual,first-owner,white,2019,Hyundai,Diesel,38000.0,
7071,2017 Honda Amaze i-VTEC Privilege Edition,mumbai,6.2,sedan,manual,individual,first-owner,white,2017,Honda,Petrol,18500.0,
7072,2012 Honda Civic 1.8 V MT Sunroof,mumbai,3.25,sedan,manual,individual,first-owner,white,2012,Honda,Petrol,110000.0,
7073,2017 Tata Indigo eLX BS IV,mumbai,2.5,sedan,manual,individual,first-owner,white,2017,Tata,Diesel,40000.0,
7074,2012 Hyundai Verna 1.4 EX,mumbai,4.55,sedan,manual,individual,first-owner,white,2012,Hyundai,Diesel,60000.0,
7075,2015 Maruti Swift Dzire VDI,mumbai,5.5,sedan,manual,individual,first-owner,white,2015,Maruti,Diesel,83000.0,
7076,2013 Hyundai Verna 1.6 SX VTVT (O),mumbai,5.5,sedan,manual,individual,first-owner,white,2013,Hyundai,Petrol,50000.0,
7077,2015 Toyota Etios GD,mumbai,4.25,sedan,manual,individual,first-owner,white,2015,Toyota,Diesel,120000.0,
7078,2010 Maruti Swift Dzire VXi,mumbai,2.8,sedan,manual,individual,first-owner,white,2010,Maruti,Petrol,60000.0,
7079,2013 Honda City V MT,mumbai,5.25,sedan,manual,individual,first-owner,white,2013,Honda,Petrol,45000.0,
7080,2011 Volkswagen Vento IPL II Petrol Highline,mumbai,3.0,sedan,manual,individual,first-owner,white,2011,Volkswagen,Petrol,79000.0,
7081,2014 Tata Manza Club Class Quadrajet90 LX,mumbai,3.45,sedan,manual,dealer,second-owner,white,2014,Tata,Diesel,70000.0,Thane West
7082,2015 Honda Amaze S i-Vtech,mumbai,4.35,sedan,manual,dealer,second-owner,white,2015,Honda,Petrol,48056.0,Chembur
7083,2012 Skoda Rapid 1.5 TDI Elegance,mumbai,3.45,sedan,manual,dealer,second-owner,white,2012,Skoda,Diesel,81000.0,Kandivali West
7084,2012 Skoda Superb 1.8 TSI MT,mumbai,4.11,sedan,manual,dealer,second-owner,white,2012,Skoda,Petrol,85000.0,Jogeshwari East
7085,2011 Volkswagen Vento 1.5 TDI Highline BSIV,mumbai,3.6,sedan,manual,dealer,second-owner,white,2011,Volkswagen,Diesel,87500.0,Bazargate
7086,2017 Hyundai Verna 1.6 VTVT AT S Option,mumbai,7.25,sedan,manual,dealer,second-owner,white,2017,Hyundai,Petrol,30958.0,Kandivali West
7087,2014 Maruti Ciaz ZDi,mumbai,5.85,sedan,manual,dealer,second-owner,white,2014,Maruti,Diesel,53000.0,Thane West
7088,2014 Honda City V MT Diesel,mumbai,5.95,sedan,manual,dealer,second-owner,white,2014,Honda,Diesel,40000.0,Bandra West
7089,2013 Volkswagen Vento Petrol Highline,mumbai,4.65,sedan,manual,dealer,second-owner,white,2013,Volkswagen,Petrol,54000.0,Borivali West
7090,2010 Skoda Laura Elegance 1.9 TDI MT,mumbai,3.25,sedan,manual,dealer,second-owner,white,2010,Skoda,Diesel,58000.0,Kandivali West
7091,2012 Hyundai Verna 1.6 CRDi SX,mumbai,4.5,sedan,manual,dealer,second-owner,white,2012,Hyundai,Diesel,61000.0,Thane West
7092,2007 Chevrolet Aveo 1.4 LS,mumbai,1.39,sedan,manual,dealer,second-owner,white,2007,Chevrolet,Petrol,50000.0,Powai
7093,2015 Honda City i DTEC SV,mumbai,6.25,sedan,manual,dealer,second-owner,white,2015,Honda,Diesel,68000.0,Santacruz Central
7094,2011 Volkswagen Vento Diesel Highline,mumbai,3.2,sedan,manual,dealer,second-owner,white,2011,Volkswagen,Diesel,75000.0,Borivali
7095,2011 Maruti SX4 Green Vxi (CNG),mumbai,2.5,sedan,manual,dealer,second-owner,white,2011,Maruti,CNG,72000.0,Borivali
7096,2013 Renault Fluence Diesel E4,mumbai,3.25,sedan,manual,dealer,second-owner,white,2013,Renault,Diesel,90000.0,Antop Hill
7097,2011 Mercedes-Benz New C-Class C 220 CDI CLASSIC,mumbai,8.75,sedan,manual,dealer,second-owner,white,2011,Mercedes-Benz,Diesel,56000.0,Andheri West
7098,2011 Tata Manza Aura (ABS) Quadrajet,mumbai,2.15,sedan,manual,dealer,second-owner,white,2011,Tata,Diesel,75000.0,Andheri West
7099,2013 Hyundai Verna SX Opt,mumbai,3.95,sedan,manual,dealer,second-owner,white,2013,Hyundai,Petrol,91000.0,Mira Road West
7100,2010 Maruti Swift Dzire VDI,mumbai,3.1,sedan,manual,dealer,second-owner,white,2010,Maruti,Diesel,64000.0,Airport
7101,2015 Hyundai Xcent 1.1 CRDi Base,mumbai,3.0,sedan,manual,individual,second-owner,white,2015,Hyundai,Diesel,120000.0,
7102,2018 Hyundai Xcent 1.2 VTVT SX,mumbai,5.75,sedan,manual,individual,second-owner,white,2018,Hyundai,Petrol,10000.0,
7103,2015 Maruti Swift Dzire ZXI,mumbai,5.25,sedan,manual,individual,second-owner,white,2015,Maruti,Petrol,80000.0,
7104,2012 Maruti Swift Dzire Vdi BSIV,mumbai,3.8,sedan,manual,individual,second-owner,white,2012,Maruti,Diesel,116000.0,
7105,2011 Maruti Swift Dzire 1.2 Vxi BSIV,mumbai,2.5,sedan,manual,individual,second-owner,white,2011,Maruti,Petrol,56000.0,
7106,2012 Hyundai Verna 1.6 CRDi EX MT,mumbai,4.35,sedan,manual,individual,second-owner,white,2012,Hyundai,Diesel,92500.0,
7107,2007 Hyundai Verna Xi (Petrol),mumbai,1.4,sedan,manual,individual,second-owner,white,2007,Hyundai,Petrol,110000.0,
7108,2011 Maruti Swift Dzire LDi,mumbai,3.0,sedan,manual,individual,second-owner,white,2011,Maruti,Diesel,70000.0,
7109,2011 Volkswagen Vento Petrol Highline,mumbai,2.98,sedan,manual,individual,second-owner,white,2011,Volkswagen,Petrol,67000.0,
7110,2009 Hyundai Verna i (Petrol),mumbai,2.5,sedan,manual,individual,second-owner,white,2009,Hyundai,Petrol,80000.0,
7111,2011 Skoda Superb 1.8 TSI MT,mumbai,4.25,sedan,manual,individual,second-owner,white,2011,Skoda,Petrol,82000.0,
7112,2010 Chevrolet Cruze LTZ,mumbai,2.85,sedan,manual,dealer,third-owner-or-more,white,2010,Chevrolet,Diesel,63568.0,Borivali West
7113,2019 Maruti Swift Dzire ZXI Plus,mumbai,8.2,sedan,manual,dealer,first-owner,silver,2019,Maruti,Petrol,5359.0,Vileeparle
7114,2017 Honda City 1.5 V MT,mumbai,8.75,sedan,manual,dealer,first-owner,silver,2017,Honda,Petrol,26000.0,Bandra West
7115,2016 Hyundai Elantra S,mumbai,7.85,sedan,manual,dealer,first-owner,silver,2016,Hyundai,Petrol,49900.0,Jogeshwari West
7116,2015 Toyota Corolla Altis 1.8 J,mumbai,7.45,sedan,manual,dealer,first-owner,silver,2015,Toyota,Petrol,23126.0,Jogeshwari West
7117,2011 Toyota Etios 1.5 V,mumbai,3.2,sedan,manual,dealer,first-owner,silver,2011,Toyota,Petrol,27702.0,Jogeshwari West
7118,2017 Hyundai Elantra 2.0 SX,mumbai,10.5,sedan,manual,dealer,first-owner,silver,2017,Hyundai,Petrol,21000.0,Borivali West
7119,2015 Maruti Ciaz ZDi SHVS,mumbai,5.5,sedan,manual,dealer,first-owner,silver,2015,Maruti,Diesel,77000.0,Navi Mumbai
7120,2015 Hyundai Verna S,mumbai,6.25,sedan,manual,dealer,first-owner,silver,2015,Hyundai,Petrol,55000.0,Malad West
7121,2014 Honda City i DTEC SV,mumbai,5.85,sedan,manual,dealer,first-owner,silver,2014,Honda,Diesel,55000.0,Chembur East
7122,2017 Maruti Ciaz Zeta BSIV,mumbai,7.45,sedan,manual,dealer,first-owner,silver,2017,Maruti,Petrol,31340.0,Mulund West
7123,2017 Maruti Ciaz VDi Plus SHVS,mumbai,7.35,sedan,manual,dealer,first-owner,silver,2017,Maruti,Diesel,56000.0,Goregaon
7124,2018 Tata Tigor 1.05 Revotorq XZ,mumbai,5.51,sedan,manual,dealer,first-owner,silver,2018,Tata,Diesel,35158.0,Matunga West
7125,2013 Hyundai Elantra CRDi SX,mumbai,6.95,sedan,manual,dealer,first-owner,silver,2013,Hyundai,Diesel,67000.0,Kandivali West
7126,2016 Honda City i VTEC V,mumbai,6.85,sedan,manual,dealer,first-owner,silver,2016,Honda,Petrol,60063.0,Kandivali East
7127,2013 Hyundai Verna 1.6 SX VTVT,mumbai,4.75,sedan,manual,dealer,first-owner,silver,2013,Hyundai,Petrol,78335.0,Vasai (E)
7128,2019 Hyundai Verna 1.6 CRDi EX MT,mumbai,8.99,sedan,manual,dealer,first-owner,silver,2019,Hyundai,Diesel,18000.0,Navi Mumbai
7129,2015 Maruti Ciaz ZXi Option,mumbai,6.25,sedan,manual,dealer,first-owner,silver,2015,Maruti,Petrol,33000.0,Chembur
7130,2016 Skoda Rapid 1.6 MPI Ambition,mumbai,5.65,sedan,manual,dealer,first-owner,silver,2016,Skoda,Petrol,24000.0,Malad West
7131,2016 Maruti Swift Dzire ZXI Plus,mumbai,6.27,sedan,manual,dealer,first-owner,silver,2016,Maruti,Petrol,16000.0,Matunga West
7132,2015 Honda Amaze VX i-DTEC,mumbai,5.45,sedan,manual,dealer,first-owner,silver,2015,Honda,Diesel,43251.0,Chembur East
7133,2012 Hyundai Elantra SX,mumbai,5.5,sedan,manual,individual,first-owner,silver,2012,Hyundai,Petrol,95000.0,
7134,2012 Maruti Swift Dzire VDi,mumbai,4.25,sedan,manual,individual,first-owner,silver,2012,Maruti,Diesel,50000.0,
7135,2017 Toyota Etios 1.4 VD,mumbai,5.0,sedan,manual,individual,first-owner,silver,2017,Toyota,Diesel,120000.0,
7136,2012 Honda City V MT,mumbai,4.0,sedan,manual,individual,first-owner,silver,2012,Honda,Petrol,80000.0,
7137,2014 Hyundai Verna 1.6 SX VTVT,mumbai,5.2,sedan,manual,individual,first-owner,silver,2014,Hyundai,Petrol,52000.0,
7138,2016 Maruti Ciaz VDi Option SHVS,mumbai,6.5,sedan,manual,individual,first-owner,silver,2016,Maruti,Diesel,50000.0,
7139,2015 Honda City i VTEC V,mumbai,7.5,sedan,manual,individual,first-owner,silver,2015,Honda,Petrol,35000.0,
7140,2011 Maruti SX4 ZDI,mumbai,3.0,sedan,manual,individual,first-owner,silver,2011,Maruti,Diesel,127737.0,
7141,2012 Chevrolet Cruze LTZ,mumbai,5.0,sedan,manual,individual,first-owner,silver,2012,Chevrolet,Diesel,35000.0,
7142,2010 Maruti Swift Dzire 1.2 Vxi BSIV,mumbai,3.25,sedan,manual,individual,first-owner,silver,2010,Maruti,Petrol,60000.0,
7143,2015 Skoda Rapid 1.5 TDI Elegance Plus,mumbai,5.75,sedan,manual,individual,first-owner,silver,2015,Skoda,Diesel,45000.0,
7144,2016 Toyota Etios GD,mumbai,5.75,sedan,manual,individual,first-owner,silver,2016,Toyota,Diesel,100000.0,
7145,2015 Maruti Ciaz ZDi Plus SHVS,mumbai,6.85,sedan,manual,individual,first-owner,silver,2015,Maruti,Diesel,88500.0,
7146,2010 Volkswagen Jetta 2.0 TDI Comfortline,mumbai,4.0,sedan,manual,individual,first-owner,silver,2010,Volkswagen,Diesel,194000.0,
7147,2012 Skoda Rapid 1.6 TDI Elegance,mumbai,3.25,sedan,manual,dealer,second-owner,silver,2012,Skoda,Diesel,82000.0,Malad
7148,2010 Honda Civic 1.8 S MT,mumbai,3.11,sedan,manual,dealer,second-owner,silver,2010,Honda,Petrol,67000.0,Jogeshwari East
7149,2009 Toyota Corolla Altis 1.8 G,mumbai,3.5,sedan,manual,dealer,second-owner,silver,2009,Toyota,Petrol,60000.0,Mira Road
7150,2012 Skoda Rapid 1.5 TDI Active,mumbai,3.45,sedan,manual,dealer,second-owner,silver,2012,Skoda,Diesel,64200.0,Kandivali West
7151,2012 Skoda Laura 1.8 TSI Ambition,mumbai,3.69,sedan,manual,dealer,second-owner,silver,2012,Skoda,Petrol,47233.0,Thane West
7152,2009 Maruti Swift Dzire VXi,mumbai,2.69,sedan,manual,dealer,second-owner,silver,2009,Maruti,Petrol,47130.0,Thane West
7153,2003 Hyundai Accent CRDi,mumbai,1.1,sedan,manual,dealer,second-owner,silver,2003,Hyundai,Diesel,107000.0,Antop Hill
7154,2013 Skoda Rapid 1.6 TDI Ambition,mumbai,3.85,sedan,manual,dealer,second-owner,silver,2013,Skoda,Diesel,79000.0,Antop Hill
7155,2008 Volkswagen Jetta 1.6 TDI,mumbai,4.5,sedan,manual,dealer,second-owner,silver,2008,Volkswagen,Diesel,75000.0,Kandivali West
7156,2012 Hyundai Verna 1.6 SX VTVT,mumbai,3.5,sedan,manual,dealer,second-owner,silver,2012,Hyundai,Petrol,80000.0,Dahisar
7157,2012 Tata Indigo CR4,mumbai,1.59,sedan,manual,dealer,second-owner,silver,2012,Tata,Diesel,65000.0,Mulund West
7158,2007 Maruti SX4 Vxi BSIV,mumbai,1.8,sedan,manual,dealer,second-owner,silver,2007,Maruti,Petrol,46000.0,Borivali West
7159,2012 Honda City 1.5 V MT Exclusive,mumbai,3.99,sedan,manual,dealer,second-owner,silver,2012,Honda,Petrol,73000.0,Antop Hill
7160,2012 Skoda Rapid 1.5 TDI Active,mumbai,3.25,sedan,manual,dealer,second-owner,silver,2012,Skoda,Diesel,64200.0,Borivali West
7161,2012 Maruti SX4 Vxi BSIV,mumbai,2.98,sedan,manual,dealer,second-owner,silver,2012,Maruti,Petrol,60323.0,Andheri East
7162,2010 Hyundai Verna Transform SX VGT CRDi,mumbai,2.81,sedan,manual,dealer,second-owner,silver,2010,Hyundai,Diesel,90000.0,Andheri East
7163,2012 Maruti SX4 VDI,mumbai,3.25,sedan,manual,dealer,second-owner,silver,2012,Maruti,Diesel,72000.0,Antop Hill
7164,2011 Maruti SX4 ZXI MT BSIV,mumbai,2.45,sedan,manual,dealer,second-owner,silver,2011,Maruti,Petrol,65000.0,Antop Hill
7165,2008 Maruti SX4 Vxi BSIV,mumbai,1.9,sedan,manual,dealer,second-owner,silver,2008,Maruti,Petrol,80000.0,Andheri West
7166,2006 Honda City EXi,mumbai,1.8,sedan,manual,individual,second-owner,silver,2006,Honda,Petrol,64000.0,
